Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Popularity
Guitar Rock Tour,DS,2007.0,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11,60.0,8.0,tbd,24.0,Ubisoft,E10+,
Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T,
Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,Wow Entertainment,M,
Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.42,0.0,0.42,46.0,22.0,4.5,34.0,Spike Chunsoft,M,
Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16,71.0,21.0,7.8,8.0,Activision,E,
Practise English!,DS,2007.0,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Sitting Ducks,PS2,2003.0,Platform,LSP Games,0.03,0.02,0.0,0.01,0.05,71.0,21.0,UNKNOWN,24.0,Asobo Studio,E,
Rock Band Track Pack Volume 2,X360,2008.0,Misc,MTV Games,0.17,0.01,0.0,0.01,0.19,71.0,21.0,tbd,24.0,Harmonix Music Systems,T,
Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,71.0,21.0,UNKNOWN,24.0,Agatsuma Entertainment,E,
TimeSplitters: Future Perfect,GC,2005.0,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0,Free Radical Design,M,
Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.01,0.07,83.0,57.0,8,279.0,Runic Games,T,
Disney's Aladdin,GBA,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,17.0,tbd,24.0,Disney Interactive,E,
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Happy Feet,DS,2006.0,Action,Midway Games,0.27,0.01,0.0,0.02,0.31,71.0,21.0,0.3,9.0,Artificial Mind and Movement,E,
Madden NFL 11,PSP,2010.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,71.0,21.0,tbd,24.0,EA Tiburon,E,
Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31,85.0,41.0,8.6,25.0,Gearbox Software,M,
Big Brain Academy,DS,2005.0,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74.0,45.0,7.4,27.0,Nintendo,E,
Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,Bullfrog Productions,E,
Wing Arms,SAT,1994.0,Shooter,Sega,0.0,0.0,0.2,0.0,0.2,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Fighter Within,XOne,2013.0,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3,211.0,Ubisoft,T,
Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Open Season,GC,2006.0,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17,59.0,6.0,tbd,24.0,Ubisoft,E10+,
Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,Activision,0.17,0.13,0.0,0.03,0.33,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.35,0.0,0.08,0.76,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,78.0,33.0,8,22.0,Mekensleep,E,
Shinigami to Shoujo,PSP,2011.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.08,0.67,89.0,45.0,8.6,279.0,"BioWare, Demiurge Studios",M,
Super Robot Taisen 64,N64,1999.0,Strategy,Banpresto,0.0,0.0,0.2,0.0,0.2,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,Activision,0.25,0.01,0.0,0.22,0.49,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Spider-Man: Mysterio's Menace,GBA,2001.0,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,E,
Kung Fu Panda,DS,2008.0,Action,Activision,0.56,0.56,0.0,0.14,1.25,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Diablo III,PS3,2013.0,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86.0,43.0,6.4,279.0,Blizzard Entertainment,M,
Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,68.0,50.0,8.7,12.0,Seta Corporation,M,
GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,Codemasters,E,
TrackMania Turbo,XOne,2016.0,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,12.0,7.7,27.0,Nadeo,E,
IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,91.0,12.0,8.8,130.0,"1C, 1C Company",T,
Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44.0,25.0,4.8,76.0,8Monkey Labs,M,
Mobile Light Force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.0,0.01,0.11,59.0,9.0,tbd,24.0,Alfa System,E,
Orega Kantoku Da! Gekitou Pennant Race,PS2,2000.0,Sports,Enix Corporation,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,Activision,0.32,0.03,0.01,0.04,0.4,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Ride,PC,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,8.0,4.8,30.0,Milestone S.r.l,E,
Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,42.0,17.0,5,6.0,Collision Studios,E10+,
Jet Li: Rise to Honor,PS2,2004.0,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Metal Max 3,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.13,0.0,0.13,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,0.33,0.02,0.0,0.03,0.38,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,"Artificial Studios, Immersion Software & Graphics",T,
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,Nintendo,0.07,0.14,0.11,0.02,0.34,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,Spike,T,
White Knight Chronicles II,PS3,2010.0,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45.0,7.1,64.0,Level 5,T,
Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36,78.0,45.0,7.1,52.0,Namco Bandai Games,E,
Advance Wars,GBA,2001.0,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,92.0,28.0,9,95.0,Intelligent Systems,E,
de Blob 2,X360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,77.0,54.0,7.5,23.0,Blue Tongue Entertainment,E10+,
Kamen Rider Ryuki,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
J-League Jikkyou Winning Eleven 3,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Dogz,DS,2006.0,Simulation,Ubisoft,0.5,0.01,0.0,0.04,0.56,71.0,21.0,7.8,9.0,MTO,E,
Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,279.0,Hangar 13,M,
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,57.0,24.0,6.7,6.0,"Pipeworks Software, Inc.",E10+,
Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,52.0,6.0,tbd,24.0,Hudson Soft,E,
Aoishiro,PS2,2008.0,Adventure,Success,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,31.0,8.1,9.0,Sega AM2,E,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Omega Quintet,PS4,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,Compile Heart,T,
Famista '91,NES,1990.0,Sports,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76.0,29.0,8.1,24.0,Namco,E10+,
Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,71.0,21.0,tbd,24.0,Ubisoft,E,
The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,279.0,Naughty Dog,M,
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
MLB 2K9 Fantasy All-Stars,DS,2009.0,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,71.0,21.0,tbd,24.0,Take-Two Interactive,E,
Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Kirby's Dream Course,SNES,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,71.0,21.0,tbd,24.0,Ubisoft,E10+,
Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,71.0,21.0,tbd,24.0,Zoo Games,E,
Legends of WrestleMania,X360,2009.0,Fighting,THQ,0.2,0.15,0.0,0.04,0.39,71.0,59.0,6.3,23.0,Yuke's,T,
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,24.0,7,16.0,Sumo Digital,E10+,
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6,82.0,City Interactive,M,
Bass Landing,PS,1999.0,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79.0,73.0,8.1,279.0,MachineGames,M,
Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69.0,41.0,6.9,74.0,Reflections Interactive,M,
Hexen,N64,1996.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,28.0,6.9,279.0,BioWare,M,
Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,7.0,5.1,14.0,Red Tribe,E10+,
Time Crisis: Project Titan,PS,2001.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,Flying Tiger Development,T,
Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,M,
NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Bomberman Hero,N64,1998.0,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Crash of the Titans,X360,2007.0,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,Radical Entertainment,E10+,
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,279.0,Valve Software,M,
Painkiller: Hell & Damnation,PS3,2013.0,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T,
Pro Baseball Spirits 2015,PS3,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,57.0,9.0,tbd,24.0,Hypnotix,M,
MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,80.0,18.0,9.2,46.0,Rainbow Studios,E,
Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,77.0,8.0,tbd,24.0,Artificial Mind and Movement,E,
Phantasy Star Online Episode I & II,GC,2002.0,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,0.45,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E,
Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,61.0,4.0,7.8,6.0,Natsume,T,
Final Fantasy VI,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,51.0,18.0,5.2,17.0,Ubisoft,M,
WSC Real 11: World Snooker Championship,PS3,2011.0,Sports,Koch Media,0.0,0.06,0.0,0.02,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Red Steel,Wii,2006.0,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63.0,54.0,6.8,121.0,Ubisoft Paris,T,
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996.0,Misc,GT Interactive,0.52,0.36,0.0,0.06,0.94,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,73.0,42.0,7.8,70.0,Rockstar San Diego,M,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+,
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.05,0.0,0.06,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7,80.0,TT Games,E10+,
Cars,GBA,2006.0,Racing,THQ,0.81,0.3,0.0,0.02,1.13,50.0,8.0,4.7,6.0,Helixe,E,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004.0,Strategy,Nintendo,0.0,0.0,0.08,0.0,0.08,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,48.0,13.0,tbd,24.0,Collision Studios,E10+,
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,68.0,13.0,tbd,24.0,Terminal Reality,T,
Heisei Kyouiku linkai DS,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,LucasArts,T,
Ys I & II Chronicles,PSP,2009.0,Role-Playing,Falcom Corporation,0.05,0.0,0.03,0.01,0.09,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.21,0.13,0.0,0.04,0.38,70.0,7.0,6.3,7.0,Firebrand Games,E10+,
Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,0.13,88.0,34.0,8.8,279.0,Blizzard North,M,
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0,33.0,8.6,171.0,EA Black Box,E,
The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,71.0,21.0,5.7,6.0,TT Games,E10+,
Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,279.0,Mercury Steam,M,
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works,T,
Emergency 2012,DS,2010.0,Simulation,Rondomedia,0.0,0.01,0.0,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Doukyuusei 2,SAT,1997.0,Role-Playing,NEC Interchannel,0.0,0.0,0.13,0.0,0.13,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Rugby Challenge 3,XOne,2016.0,Sports,Alternative Software,0.0,0.01,0.0,0.0,0.01,71.0,21.0,6.6,6.0,Wicked Witch Software,E,
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85.0,41.0,7.6,16.0,Taito Corporation,E,
MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53.0,13.0,8.2,6.0,Rainbow Studios,E,
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,Arc System Works,T,
Gremlins,2600,1983.0,Action,Atari,0.43,0.03,0.0,0.0,0.46,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Agatha Christie: Peril at End House,PC,2009.0,Adventure,JoWood Productions,0.0,0.01,0.0,0.0,0.01,71.0,21.0,tbd,24.0,Oberon Media,T,
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,Marvelous Entertainment,E,
LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,LucasArts,0.84,0.51,0.0,0.13,1.48,75.0,43.0,7.8,42.0,Traveller's Tales,E10+,
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,UNKNOWN,0.17,0.06,0.0,0.0,0.24,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,279.0,4A Games,UNKNOWN,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Pro Evolution Soccer 2014,3DS,2013.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,71.0,21.0,UNKNOWN,24.0,Konami,E,
Chess,PS,2001.0,Strategy,Success,0.05,0.04,0.0,0.01,0.09,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Far Cry,PC,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,279.0,Crytek,M,
Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,8.0,tbd,24.0,Halfbrick Studios,E,
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,0.25,0.0,0.0,0.02,0.28,52.0,34.0,8,17.0,Griptonite Games,T,
The Game of Life / Yahtzee / Payday,GBA,2005.0,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T,
Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,81.0,37.0,6.2,279.0,id Software,M,
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,1.46,0.74,0.0,0.22,2.42,78.0,17.0,3.1,279.0,Infinity Ward,M,
Sega GT 2002,XB,2002.0,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,E,
MX vs. ATV Unleashed: On the Edge,PSP,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68.0,22.0,8.1,7.0,Rainbow Studios,E,
Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,71.0,21.0,UNKNOWN,24.0,UNKNOWN,UNKNOWN,
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,61.0,23.0,7.1,36.0,Maxis,E10+,
Deadliest Catch: Sea of Chaos,X360,2010.0,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.09,36.0,4.0,tbd,24.0,Crave,E10+,
